主缆防护损坏,1,完好,-
主缆防护损坏,2,主缆防护表面有局部面漆变色起皮，个别位置出现破损、老化、漏水,面漆变色起皮面积≤3%，或防护破损面积≤1%
主缆防护损坏,3,主缆表面面漆有部分损坏、裂纹、变色起皮或剥落；局部位置出现破损、老化、漏水，或极少的部位缠丝外露，且没有生锈,防护破损面积＞1%且≤10%，或缠丝外露数量≤3%
主缆防护损坏,4,主缆表面较大范围面漆有轻微损坏、裂纹、变色起皮或剥落；局部位置出现破损、老化、漏水，或局部缠丝外露并伴有生锈,防护破损面积＞10%，或缠丝外露数量＞3%
主缆线形,1,主缆线形完好,-
主缆线形,2,主缆线形正常,-
主缆线形,3,主缆变形，但小于设计允许值,-
主缆线形,4,主缆变形较大，不可恢复的变化小于或等于设计允许值,-
主缆线形,5,主缆变形较为严重，不可恢复的变化大于设计允许值,-
扶手绳及栏杆绳损坏,1,完好,-
扶手绳及栏杆绳损坏,2,检修道上扶手绳及栏杆绳有伤痕并有起丝现象,-
扶手绳及栏杆绳损坏,3,扶手绳、栏杆绳出现多处伤痕,截面损失＞30%
扶手绳及栏杆绳损坏,4,扶手绳或栏杆绳有断裂现象,-
主缆腐蚀或索股损坏,1,完好,-
主缆腐蚀或索股损坏,2,主缆局部出现轻微脱皮、锈蚀、伤痕或有麻点，或镀锌钢丝出现少量锌腐蚀亮斑，失去光泽,-
主缆腐蚀或索股损坏,3,主缆出现少量脱皮、伤痕或轻度至中度腐蚀，缠丝层有较多麻坑，或镀锌钢丝出现较多锌腐蚀，并有白色腐蚀产物，尚未见铁腐蚀,-
主缆腐蚀或索股损坏,4,主缆出现较多脱皮、伤痕或密布的中等大小腐坑，缠丝层有大量的麻坑，或镀锌钢丝锌层减少，出现铁腐蚀斑点和腐坑,-
主缆腐蚀或索股损坏,5,主缆缠丝防锈层已经严重腐蚀、断丝，或出现严重脱皮、伤痕、断丝，或镀锌钢丝严重腐蚀、断丝,-
涂膜劣化,1,完好,-
涂膜劣化,2,构件表面出现轻微起泡、裂纹、脱落现象，或构件表面出现轻微粉化现象,起泡、裂纹、脱落、粉化累计面积≤构件面积的10%
涂膜劣化,3,构件表面出现中等起泡、裂纹、脱落现象，或构件表面出现中等粉化或锈蚀现象,起泡、裂纹、脱落、粉化、锈蚀累计面积＞构件面积的10%且≤构件面积的20%
涂膜劣化,4,构件表面出现较严重起泡、裂纹、脱落现象，或构件表面出现较严重粉化或锈蚀现象，轻轻擦抹涂层，粘有大量颜料粒子甚至出现漏底,起泡、裂纹、脱落粉化、锈蚀累计面积＞构件面积的20%
