倾斜变形,1,无倾斜变形,-
倾斜变形,2,-,-
倾斜变形,3,有倾斜变形现象或存在扭转现象，但情况较轻微，不影响结构安全,-
倾斜变形,4,存在倾斜变形或存在扭转，两塔不对称变位，存在安全隐患,-
倾斜变形,5,索塔出现明显倾斜，或两塔不对称变位严重，造成主梁出现严重变形，严重影响结构安全,-
裂缝,1,完好，无裂缝,-
裂缝,2,网状裂缝：局部网状裂缝；其他裂缝：有少量裂缝，缝宽未超限,网状裂缝：累计面积≤构件面积的20%，单处面积≤1.0m^2；其他裂缝：缝长≤截面尺寸的1/3
裂缝,3,网状裂缝：局部网状裂缝；其他裂缝：有大量裂缝，缝宽未超限,网状裂缝：累计面积＞构件面积的20%，单处面积＞1.0m^2；其他裂缝：缝长＞截面尺寸的1/3且≤截面尺寸的2/3，间距≥20cm
裂缝,4,有大量裂缝，缝宽超限,缝宽＞限值，缝长＞截面尺寸的2/3，间距＜20cm
沉降,1,完好,-
沉降,2,-,-
沉降,3,索塔有小幅度沉降，但沉降稳定,-
沉降,4,索塔沉降较大，但沉降稳定,-
沉降,5,索塔沉降量异常且不稳定，或索塔基础出现严重沉降或位移,-
锚固区渗水,1,完好,-
锚固区渗水,2,锚固区有轻微渗水,-
锚固区渗水,3,锚固区有局部明显渗水，渗水量较大,-
锚固区渗水,4,锚固区多处有明显渗水，渗水量大；个别渗水处伴有晶体析出或锈蚀，流膏处混凝土松散,-
