锈蚀,1,完好,-
锈蚀,2,防锈油脂轻微渗漏，但没有继续渗漏迹象，或表面有少量油脂和污垢，但没有附着不牢的氧化皮、铁锈和油漆层,-
锈蚀,3,防锈油脂渗漏，渗漏数量较多，或渗漏速度较快；表面发生锈蚀，氧化皮或油漆层因锈蚀而部分剥落或者可以刮除,-
锈蚀,4,防锈油脂基本已经漏完，失去效用；表面有严重点蚀现象，氧化皮或油漆层因锈蚀而全面剥离，影响构件安全,-
系杆外部涂层脱落,1,完好,-
系杆外部涂层脱落,2,油漆变色、轻微损坏、裂纹、起皮或剥落,累计失效面积≤构件面积的10%
系杆外部涂层脱落,3,较大范围涂层有损坏、裂纹、起皮或剥落,累计失效面积＞构件面积的10%且≤构件面积的20%
系杆外部涂层脱落,4,大范围涂层有损坏、裂纹、起皮或剥落,累计失效面积＞构件面积的20%
系杆连接松动,1,完好,-
系杆连接松动,2,-,-
系杆连接松动,3,系杆连接处明显轻微松动，但不影响使用功能,-
系杆连接松动,4,系杆连接处明显松动，存在安全隐患,-
锚头、防护套损坏,1,完好,-
锚头、防护套损坏,2,个别防护套轻微老化或破损,-
锚头、防护套损坏,3,个别防护套老化、破损、裂纹；锚头存在老化、破损、裂纹现象,-
锚头、防护套损坏,4,部分防护套老化、破损、裂纹或积水，造成局部渗水或锈蚀；锚头存在老化、破损、裂纹现象，造成局部渗水或锈蚀,-
断丝,1,完好,-
断丝,2,极个别吊杆钢丝有少量锈蚀现象，无断裂情况,-
断丝,3,个别吊杆钢丝有锈蚀、损坏现象，无断裂现象,-
断丝,4,部分吊杆钢丝有疲劳、锈蚀现象，个别有断裂，已经不满足设计要求,-
断丝,5,部分吊杆钢丝严重锈蚀、断裂或损坏，梁体出现严重变形，造成安全隐患,-
混凝土裂缝,1,完好,-
混凝土裂缝,2,局部出现网状裂纹，或混凝土构件出现少量细裂缝或环形细裂缝，缝宽未超限,网状裂纹累计面积≤构件面积的20%，单处面积≤1.0m^2，或混凝土构件裂缝缝长≤截面尺寸的1/3，间距＞30cm
混凝土裂缝,3,大面积出现网状裂纹，或混凝土构件出现较多细裂缝或环形细裂缝，缝宽未超限,网状裂纹累计面积＞构件面积的20%，单处面积＞1.0m^2，或混凝土构件裂缝缝长＞截面尺寸的1/3且≤截面尺寸的1/2，间距＜30cm
混凝土裂缝,4,混凝土构件有大量细裂缝或环形裂缝，重点部位缝宽超限,缝长＞截面尺寸的1/2，间距＜20cm
蜂窝,1,完好，无蜂窝麻面,-
蜂窝,2,较大面积蜂窝麻面,累计面积≤构件面积的50%
蜂窝,3,大面积蜂窝麻面,累计面积＞构件面积的50%
麻面,1,完好，无蜂窝麻面,-
麻面,2,较大面积蜂窝麻面,累计面积≤构件面积的50%
麻面,3,大面积蜂窝麻面,累计面积＞构件面积的50%
剥落,1,完好，无剥落、掉角,-
剥落,2,局部混凝土剥落或掉角,累计面积≤构件面积的5%，或单处面积≤0.5m^2
剥落,3,较大范围混凝土剥落或掉角,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
剥落,4,大范围混凝土剥落或掉角,累计面积≥构件面积的10%，或单处面积≥1.0m^2
掉角,1,完好，无剥落、掉角,-
掉角,2,局部混凝土剥落或掉角,累计面积≤构件面积的5%，或单处面积≤0.5m^2
掉角,3,较大范围混凝土剥落或掉角,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
掉角,4,大范围混凝土剥落或掉角,累计面积≥构件面积的10%，或单处面积≥1.0m^2
空洞,1,完好，无空洞、孔洞,-
空洞,2,局部混凝土空洞、孔洞,累计面积≤构件面积的5%，或单处面积≤0.5m^2
空洞,3,较大范围混凝土空洞、孔洞,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
空洞,4,大范围混凝土空洞、孔洞,累计面积≥构件面积的10%，或单处面积≥1.0m^2
孔洞,1,完好，无空洞、孔洞,-
孔洞,2,局部混凝土空洞、孔洞,累计面积≤构件面积的5%，或单处面积≤0.5m^2
孔洞,3,较大范围混凝土空洞、孔洞,累计面积＞构件面积的5%且＜构件面积的10%，或单处面积＞0.5m^2且＜1.0m^2
孔洞,4,大范围混凝土空洞、孔洞,累计面积≥构件面积的10%，或单处面积≥1.0m^2
